County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,CTYNAME,STNAME
"Greenville County, SC",45045.0,2012.0,2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,Greenville County,SC
"Horry County, SC",45051.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,Horry County,SC
"Lexington County, SC",45063.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,Lexington County,SC
"Oconee County, SC",45073.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,Oconee County,SC
"Pickens County, SC",45077.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Pickens County,SC
"Pickens County, SC",45077.0,2012.0,2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Pickens County,SC
"Richland County, SC",45079.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,Richland County,SC
"Spartanburg County, SC",45083.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,Spartanburg County,SC
"York County, SC",45091.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,York County,SC
"Bell County, TX",48027.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,Bell County,TX
"Bexar County, TX",48029.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,174.0,Bexar County,TX
"Bexar County, TX",48029.0,2012.0,2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,Bexar County,TX
"Brazoria County, TX",48039.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,Brazoria County,TX
"Cameron County, TX",48061.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Cameron County,TX
"Collin County, TX",48085.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,Collin County,TX
"Collin County, TX",48085.0,2012.0,2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,Collin County,TX
"Collin County, TX",48085.0,2012.0,2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,Collin County,TX
"Comal County, TX",48091.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Comal County,TX
"Dallas County, TX",48113.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,206.0,Dallas County,TX
"Dallas County, TX",48113.0,2012.0,2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,40.0,Dallas County,TX
"Dallas County, TX",48113.0,2012.0,2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0,Dallas County,TX
"Denton County, TX",48121.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,Denton County,TX
"Ector County, TX",48135.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Ector County,TX
"El Paso County, TX",48141.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,El Paso County,TX
"Fort Bend County, TX",48157.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Fort Bend County,TX
"Galveston County, TX",48167.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,Galveston County,TX
"Grayson County, TX",48181.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Grayson County,TX
"Guadalupe County, TX",48187.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Guadalupe County,TX
"Hardin County, TX",48199.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Hardin County,TX
"Harris County, TX",48201.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,297.0,Harris County,TX
"Harris County, TX",48201.0,2012.0,2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,69.0,Harris County,TX
"Hidalgo County, TX",48215.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Hidalgo County,TX
"Jefferson County, TX",48245.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,Jefferson County,TX
"Johnson County, TX",48251.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Johnson County,TX
"Kaufman County, TX",48257.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Kaufman County,TX
"Lubbock County, TX",48303.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,Lubbock County,TX
"McLennan County, TX",48309.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,McLennan County,TX
"Montgomery County, TX",48339.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,Montgomery County,TX
"Nueces County, TX",48355.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,Nueces County,TX
"Orange County, TX",48361.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Orange County,TX
"Parker County, TX",48367.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Parker County,TX
"Randall County, TX",48381.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Randall County,TX
"Smith County, TX",48423.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Smith County,TX
"Tarrant County, TX",48439.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,159.0,Tarrant County,TX
"Tarrant County, TX",48439.0,2012.0,2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0,Tarrant County,TX
"Taylor County, TX",48441.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Taylor County,TX
"Travis County, TX",48453.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,140.0,Travis County,TX
"Travis County, TX",48453.0,2012.0,2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,Travis County,TX
"Van Zandt County, TX",48467.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Van Zandt County,TX
"Webb County, TX",48479.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,Webb County,TX
"Wichita County, TX",48485.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,Wichita County,TX
"Williamson County, TX",48491.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,Williamson County,TX
"Benton County, WA",53005.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Benton County,WA
"Clallam County, WA",53009.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Clallam County,WA
"Clark County, WA",53011.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0,Clark County,WA
"Clark County, WA",53011.0,2012.0,2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Clark County,WA
"Cowlitz County, WA",53015.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,Cowlitz County,WA
"Grays Harbor County, WA",53027.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Grays Harbor County,WA
"Island County, WA",53029.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Island County,WA
"King County, WA",53033.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,201.0,King County,WA
"King County, WA",53033.0,2012.0,2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,50.0,King County,WA
"King County, WA",53033.0,2012.0,2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0,King County,WA
"Kitsap County, WA",53035.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,Kitsap County,WA
"Mason County, WA",53045.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Mason County,WA
"Pierce County, WA",53053.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,80.0,Pierce County,WA
"Pierce County, WA",53053.0,2012.0,2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,29.0,Pierce County,WA
"Skagit County, WA",53057.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Skagit County,WA
"Snohomish County, WA",53061.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,114.0,Snohomish County,WA
"Snohomish County, WA",53061.0,2012.0,2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,Snohomish County,WA
"Spokane County, WA",53063.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,Spokane County,WA
"Spokane County, WA",53063.0,2012.0,2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Spokane County,WA
"Thurston County, WA",53067.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,Thurston County,WA
"Whatcom County, WA",53073.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Whatcom County,WA
"Yakima County, WA",53077.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,Yakima County,WA
"Brown County, WI",55009.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,Brown County,WI
"Dane County, WI",55025.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,60.0,Dane County,WI
"Dane County, WI",55025.0,2012.0,2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Dane County,WI
"Fond du Lac County, WI",55039.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Fond du Lac County,WI
"Kenosha County, WI",55059.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,Kenosha County,WI
"Milwaukee County, WI",55079.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,154.0,Milwaukee County,WI
"Milwaukee County, WI",55079.0,2012.0,2012.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,Milwaukee County,WI
"Milwaukee County, WI",55079.0,2012.0,2012.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0,Milwaukee County,WI
"Racine County, WI",55101.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,Racine County,WI
"Rock County, WI",55105.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Rock County,WI
"Walworth County, WI",55127.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Walworth County,WI
"Washington County, WI",55131.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Washington County,WI
"Waukesha County, WI",55133.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,Waukesha County,WI
"Winnebago County, WI",55139.0,2012.0,2012.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,Winnebago County,WI
"Cochise County, AZ",4003.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Cochise County,AZ
"Gila County, AZ",4007.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Gila County,AZ
"Maricopa County, AZ",4013.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,538.0,Maricopa County,AZ
"Maricopa County, AZ",4013.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,92.0,Maricopa County,AZ
"Maricopa County, AZ",4013.0,2014.0,2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,65.0,Maricopa County,AZ
"Mohave County, AZ",4015.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0,Mohave County,AZ
"Mohave County, AZ",4015.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,Mohave County,AZ
"Navajo County, AZ",4017.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,Navajo County,AZ
"Pima County, AZ",4019.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,178.0,Pima County,AZ
"Pima County, AZ",4019.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,29.0,Pima County,AZ
"Pima County, AZ",4019.0,2014.0,2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,Pima County,AZ
"Pinal County, AZ",4021.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,Pinal County,AZ
"Yavapai County, AZ",4025.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,Yavapai County,AZ
"Yavapai County, AZ",4025.0,2014.0,2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,17.0,Yavapai County,AZ
"Yuma County, AZ",4027.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,Yuma County,AZ
"Adams County, CO",8001.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,Adams County,CO
"Adams County, CO",8001.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,Adams County,CO
"Arapahoe County, CO",8005.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0,Arapahoe County,CO
"Arapahoe County, CO",8005.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,Arapahoe County,CO
"Boulder County, CO",8013.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,Boulder County,CO
"Denver County, CO",8031.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,114.0,Denver County,CO
"Denver County, CO",8031.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,Denver County,CO
"Douglas County, CO",8035.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Douglas County,CO
"El Paso County, CO",8041.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,105.0,El Paso County,CO
"El Paso County, CO",8041.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,27.0,El Paso County,CO
"Jefferson County, CO",8059.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,63.0,Jefferson County,CO
"Jefferson County, CO",8059.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,Jefferson County,CO
"Larimer County, CO",8069.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,Larimer County,CO
"Larimer County, CO",8069.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,Larimer County,CO
"Mesa County, CO",8077.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Mesa County,CO
"Pueblo County, CO",8101.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,Pueblo County,CO
"Weld County, CO",8123.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,Weld County,CO
"Alachua County, FL",12001.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,Alachua County,FL
"Bay County, FL",12005.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Bay County,FL
"Brevard County, FL",12009.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,96.0,Brevard County,FL
"Brevard County, FL",12009.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,Brevard County,FL
"Broward County, FL",12011.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,180.0,Broward County,FL
"Broward County, FL",12011.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,40.0,Broward County,FL
"Charlotte County, FL",12015.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Charlotte County,FL
"Citrus County, FL",12017.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,Citrus County,FL
"Clay County, FL",12019.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0,Clay County,FL
"Collier County, FL",12021.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,Collier County,FL
"Columbia County, FL",12023.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Columbia County,FL
"Duval County, FL",12031.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,134.0,Duval County,FL
"Duval County, FL",12031.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,Duval County,FL
"Escambia County, FL",12033.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,Escambia County,FL
"Hernando County, FL",12053.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,Hernando County,FL
"Highlands County, FL",12055.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Highlands County,FL
"Hillsborough County, FL",12057.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,137.0,Hillsborough County,FL
"Hillsborough County, FL",12057.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0,Hillsborough County,FL
"Indian River County, FL",12061.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Indian River County,FL
"Lake County, FL",12069.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,Lake County,FL
"Lake County, FL",12069.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Lake County,FL
"Lee County, FL",12071.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,66.0,Lee County,FL
"Lee County, FL",12071.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,Lee County,FL
"Leon County, FL",12073.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,Leon County,FL
"Manatee County, FL",12081.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,80.0,Manatee County,FL
"Manatee County, FL",12081.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,Manatee County,FL
"Marion County, FL",12083.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0,Marion County,FL
"Marion County, FL",12083.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Marion County,FL
"Martin County, FL",12085.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Martin County,FL
"Miami-Dade County, FL",12086.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,104.0,Miami-Dade County,FL
"Miami-Dade County, FL",12086.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,35.0,Miami-Dade County,FL
"Monroe County, FL",12087.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Monroe County,FL
"Okaloosa County, FL",12091.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Okaloosa County,FL
"Orange County, FL",12095.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,149.0,Orange County,FL
"Orange County, FL",12095.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,28.0,Orange County,FL
"Osceola County, FL",12097.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,Osceola County,FL
"Palm Beach County, FL",12099.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,184.0,Palm Beach County,FL
"Palm Beach County, FL",12099.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,52.0,Palm Beach County,FL
"Pasco County, FL",12101.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,95.0,Pasco County,FL
"Pasco County, FL",12101.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Pasco County,FL
"Pinellas County, FL",12103.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,161.0,Pinellas County,FL
"Pinellas County, FL",12103.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,29.0,Pinellas County,FL
"Polk County, FL",12105.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,72.0,Polk County,FL
"Polk County, FL",12105.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,Polk County,FL
"St. Johns County, FL",12109.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,St. Johns County,FL
"St. Lucie County, FL",12111.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,St. Lucie County,FL
"Santa Rosa County, FL",12113.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Santa Rosa County,FL
"Sarasota County, FL",12115.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,Sarasota County,FL
"Sarasota County, FL",12115.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,Sarasota County,FL
"Seminole County, FL",12117.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0,Seminole County,FL
"Volusia County, FL",12127.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0,Volusia County,FL
"Volusia County, FL",12127.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,Volusia County,FL
"Hawaii County, HI",15001.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Hawaii County,HI
"Honolulu County, HI",15003.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,81.0,Honolulu County,HI
"Honolulu County, HI",15003.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,Honolulu County,HI
"Maui County, HI",15009.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,Maui County,HI
"Ascension Parish, LA",22005.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Ascension Parish,LA
"Caddo Parish, LA",22017.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Caddo Parish,LA
"Calcasieu Parish, LA",22019.0,2014.0,2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,25.0,Calcasieu Parish,LA
"East Baton Rouge Parish, LA",22033.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,56.0,East Baton Rouge Parish,LA
"Jefferson Parish, LA",22051.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,104.0,Jefferson Parish,LA
"Lafayette Parish, LA",22055.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,Lafayette Parish,LA
"Lafourche Parish, LA",22057.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,Lafourche Parish,LA
"Livingston Parish, LA",22063.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,Livingston Parish,LA
"Orleans Parish, LA",22071.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,104.0,Orleans Parish,LA
"Ouachita Parish, LA",22073.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Ouachita Parish,LA
"Rapides Parish, LA",22079.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Rapides Parish,LA
"St. Tammany Parish, LA",22103.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,63.0,St. Tammany Parish,LA
"Tangipahoa Parish, LA",22105.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,Tangipahoa Parish,LA
"Terrebonne Parish, LA",22109.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Terrebonne Parish,LA
"Washington Parish, LA",22117.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Washington Parish,LA
"Clark County, NV",32003.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,331.0,Clark County,NV
"Clark County, NV",32003.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,65.0,Clark County,NV
"Washoe County, NV",32031.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,69.0,Washoe County,NV
"Carson City, NV",32510.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Carson City,NV
"Albany County, NY",36001.0,2014.0,2014.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,25.0,Albany County,NY
"Bronx County, NY",36005.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,133.0,Bronx County,NY
"Broome County, NY",36007.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,Broome County,NY
"Chautauqua County, NY",36013.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Chautauqua County,NY
"Dutchess County, NY",36027.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0,Dutchess County,NY
"Erie County, NY",36029.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,128.0,Erie County,NY
"Erie County, NY",36029.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,Erie County,NY
"Jefferson County, NY",36045.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Jefferson County,NY
"Kings County, NY",36047.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,195.0,Kings County,NY
"Kings County, NY",36047.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,Kings County,NY
"Madison County, NY",36053.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Madison County,NY
"Monroe County, NY",36055.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,97.0,Monroe County,NY
"Nassau County, NY",36059.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,156.0,Nassau County,NY
"Nassau County, NY",36059.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,Nassau County,NY
"New York County, NY",36061.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,141.0,New York County,NY
"New York County, NY",36061.0,2014.0,2014.0,Drug poisonings (overdose) Suicide (X60-X64),D2,24.0,New York County,NY
"Niagara County, NY",36063.0,2014.0,2014.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,Niagara County,NY
